EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM,AGENCYID
MANA83302,MANA,1983,3,1,NE Face,,,,S Korea,Heo (Huh) Young-Ho,1983 Korean Manaslu Expedition,TRUE,FALSE,FALSE,FALSE,17th,,,,FALSE,FALSE,,,14/09/1983,22/10/1983,1530,38,40,24/10/1983,1,,8163,FALSE,FALSE,FALSE,3,0,3,1,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(14/09,4800m),C1(28/09,5200),C2(06/10,6400m),C3(07/10,7200m),Smt(22/10)","BC same site as Kato.

In summit push, started from BC 16 Oct, on 19 Oct Heo (Huh) and Ang Jangbu Sherpa on C2 on 20 Oct they arrived C3. 21 Oct rested in C3 with strong wind. 22 Oct Huh left C3 alone with Ang Jangbu in C3. Left C3 3:30 am and reached top about 3:00-3:30 pm (in any case before Germans). 1000m to gain not so bad with his experience on Makalu. Returned to C3 7:30 pm. Last part hard snow and blue ice. Very tired on Huh's return to C3. BC on 23 Oct.

Sherpas with him much of climb as far as C3. 2 Korean teammates went several times to C1.

No fixed rope at all.

Huh - 10 Nov 83
(referring to his diary)

14 Sept - BC established, snow fall
28 Sept - slept C1 5200m 1st time. Huh alone in this period. 
29 Sept - going towards C2 but snow and retreated to BC same day
30 Sept - BC
 1 Oct  - went up with 2 Sherpas to C1 at 5200m 
 2 Oct  - rest C1 - snow
 3 Oct  - rest C1 - snow
 4 Oct  - to BC
 5 Oct  - BC to C1 5200m with 2 Sherpas
 6 Oct  - Huh and 1 Sherpa to C2 at 6400m - slept in C2
 7 Oct  - Huh and 1 Sherpa to C3 at 7200m and slept in C3
 8 Oct  - Huh alone to plateau 7600-7700m and back to C3 at night
 9 or 10  to BC and to Samagaon
15 Oct  - leave Sama to BC
16 Oct  - BC to site of C1 at 5200m - Huh and 2 Sherpas - biv in 
          snowhole because tents buried in snow
17 Oct  - find 2 tents - in C1 that day
18 Oct  - Huh and 2 Sherpas making route above C1
19 Oct  - Huh and 1 Sherpa arrive C2 6400m - took up tents from C1
20 Oct  - Huh and 1 Sherpa to C3 at 7200m - took up same tents
21 Oct  - Huh and 1 Sherpa Ang Jangbu stay in C3 tents - very strong wind
22 Oct  - Huh alone above C3 to top and again to C3 (Sherpa sick)
23 Oct  - Huh and 1 Sherpa down: Huh to BC, sick Sherpa to C1 (other 
          Sherpa already at Sama)


Khadga, Tourism Ministry- 27 Oct 83

Huh Young-Ho, born 54, clerk, Je Cheon city
Summit on 22 Oct at 3:30 pm
Hit by avalanche and thrown 45m while going towards C2 (date not given)
from C1 6400m
     C2 7100m
and continued climb despite this - not hurt by this avalanche. Left BC 24 Oct.


Sang Man-Bea - 20 Oct 83

Huh and 2 Sherpas C3 made an about 7600m and then had to descend to BC because heavy snow. Same 3 started up again 15 Oct and maybe summit today. Sang stayed BC 15 days and went to C1.

Sang will go by helicopter to bring Huh to KTM. Huh fell 50m into crevasse. 


Shrestha, Tourism  Ministry- 13 Oct 83

Established C2 7100m 5 Oct
            C3 7680m 7 Oct

Bad weather down to BC 9 Oct plan to start up again on 11 Oct.


Alwin Leitner - 11 Oct 83

Austrians on Manaslu could see Korean expedition and could see four figures climbing NE Face, so not solo climb. Had no skis so moving more slowly than Leitner. 

Koreans coming back to KTM, should arrive KTM 16 or 17 Oct.


The Plan

The next mountaineer to come with hopes for a solo ascent was a South Korean, Huh Young-Ho, a 29 year old cement company clerk  whose climbing experience also included a successful ascent of an 8000-metre mountain, Makalu, in the spring of 1982 on an expedition of which he was one amongst 16 members under another's leadership.

Huh was to make the first solo climb of Manaslu, at 8163m the world's eight highest mountain. He would try an alpine-style ascent with no fixed camps, no oxygen cylinders and no companions. But one or two Koreans and two high altitude Sherpas would be with him at base camp, and if his solo attempt failed, then he would enlist their help, pitch three high camps and get to the summit on a non-solo ascent.

The achievements 

Meanwhile the South Korean Huh had tried his own solo assault on Manaslu. His base camp had been pitched at 4800m on 14 Sept, but a long period of heavy snowfall followed, for the monsonn had not finished here. At last on 28 Sept he was able to spend his first night at 5200m. Next day he was moving higher when snow began falling and he was forced to retreat to base. That was the end of his solo attempt.

In early October Huh and two Sherpas twiced above up to C1 at 5200m and in the second push Huh and Ang Jangbu Sherpa went all the way to C3, which they put at 7200m. On 8 Oct Huh managed to get to Manaslu's summit plateau at perhaps 7600m, but once again bad weather forced a retreat.

Huh's ultimate push commenced on 16 October. He and Ang Jangbu gained C3 again on the 20th, waited out the strong winds of the 21st and finally Huh, having climbed the very last part from C3 struggle against nearly 1000 vertical metres of mountainside in very strong wind with no artificial oxygen to make the climb on hard snow and blue ice any easier.

Not far below the summit Huh had been met by three West Germans, an Italian and two Sherpas from a predominantly German expedition on Manaslu's South Face. He preceded them to the very top and then returned to his own C3 in four hours descent. He too was very weary when he joined Ang Jangbu in C3 but next day he went all the way down to base camp safely while the Sherpa, who was not well, stopped that night in C1.",,,,FALSE,TRUE,FALSE,FALSE,FALSE,,2451303,
MANA83301,MANA,1983,3,1,E Ridge from N,,,,Austria,Wilfried Studer,Vorarlberger Himalayan Expedition to Manaslu,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/09/1983,07/10/1983,,25,0,30/12/1899,5,Abandoned at 7400m due to dangerous conditions and cold weather,7400,FALSE,FALSE,FALSE,3,0,5,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/09,4400m),Dep(15/09,4900m),C1A(15/09,5400m),C1B(17/09,5450m),C2(20/09,5900m),C3(06/10,6550m),xxx(07/10,7400m)","BC at north side start of East Ridge at foot of rocks.

Very deep snow; had to cross very steep snow slope, was very cold; 200m above climbers were dangerous seracs and avalanche danger. Studer had very cold toes and feared more. Same day all C3 blown away. 2 summiters went down to C1. Frostbite to toes already partly lost on Eiger North Face.

Leitner left few days early: weather had been continously bad and he needed to make arrangements in KTM for expedition.

Heavy snowfall - in 3 weeks only 4 days any sunshine (a few hours in mornings). Wanted to climb above C3 alpine style: with little snow, this would be easy to climb East Ridge this way now deep snow besides no good place to make a C4.",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451288,
ANN183301,ANN1,1983,3,1,N Face (Dutch Rib),,,,S Korea,Ahn Chang-Yeul,1983 Korean Annapurna I Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,31/08/1983,11/09/1983,,11,0,30/12/1899,6,Abandoned at 6700m due to fatal avalanche and lost supplies,6700,FALSE,FALSE,FALSE,0,0,9,0,1,4,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(31/08,4300m),C1(04/09,5000m),C2(06/09,5500m),TempC3(09/09,6100m),C4site(11,19/09,6700m),xxx(01/10,6700m)","Avalanching between 11 and 19 Sept, then fatal avalanche struck on 24 Sept and Miss Kim again went up searching for lost material. She went to 6700m on 1st Oct in this search with 2 Sherpas for equipment and climb finished.

After fatal avalanche, launched one more summit attack on 27 Sept from BC assuming C4 loads left there could be used, but when Miss Kim and Sherpas arrived at C4 site found most supplies gone in an avalanche and on 2 Oct weather turned bad again.

Men were in C2 on fatal day in carry of food to crowded C3 where supplies running low.

C2 swept by avalanche; others dug 2m down but could not locate bodies as entire camp disappeared.

Three big avalanches hit empty C2 before fatal avalanche: once on 11-13 Sept and again between 14 and 21 Sept twice but no one hit.


Panzeri, Italian Annapurna I - 24 Oct 83

Koreans wanted to get to top in time for Korean holiday at end of Sept, so kept going in unsafe conditions.


Prachanda Shrestha, Tourism Ministry - 10 Oct 83

24 Sept at about 07:15 hours C2 swept by avalanche and not found. 3 also not found:

  Chung Yang-Kun, 1956, businessman, Meadong Dobong-Ku, Seoul
  2 porters, Maila Magar and Tika Ram Magar

At time of avalanche 2 Koreans and 2 porters at C2; 1 Korean rescued:

  Kim Chung-Hwan, 1956, Seoul, businessman 

by another Koreans who on same route to C2 are Koreans from C2 site 8:00 am.

C4 established Sept 20, 7000m [6700m] and this maximum altitude. Abandoned climb after avalanche. Leader and 1 member Cho Soo-Hun arrived KTM yesterday; others arrive KTM about 12 Oct.

Had had many small avalanches before. C2 had three previous serious avalanches, one time taken away. Leader was in C1 at time of accident.

Kim was covered except his head, had to be dug out but could talk.
Members in C3 on 24 Sept.",Fatal avalanche at C2 (three fatalities),,,FALSE,TRUE,FALSE,FALSE,FALSE,,2451217,
ANN183302,ANN1,1983,3,1,NW Buttress,,,,Italy,Giuseppe Lafranconi,Annapurna 1983 - Expedition Regione Lombardia to Annapurna I,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/09/1983,08/10/1983,,26,34,16/10/1983,4,Abandoned at 6250m due to bad weather,6250,FALSE,FALSE,FALSE,3,0,13,0,0,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/09,3950m),C1(14/09,4900m),C2(19/09,5300m),C3(08/10,6250m),xxx(08/10,6250m)","BC at usual site for North Face teams.

Bad weather: 2 meters snow in C1 and tents in C1 destroyed 2 times by avalanches and C2 once. Also Panzeri lost heart from rescue of Korean at C2. Only 8 of 32 days had good weather.

Yes, with good weather by 4 alpinists and 2-4 Sherpas moving quickly [could succeed].
",None,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451244,
ANN183303,ANN1,1983,3,1,S Face,,,,Yugoslavia,Andrej Stremfelj,Slovenian Annapurna I Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,Italy,,27/09/1983,22/10/1983,,25,0,30/12/1899,5,Abandoned at 6400 due to dangerous avalanche conditions,6400,FALSE,FALSE,FALSE,0,0,7,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(27/09,4,000m),C1(29/09,4850m),C2(04/10,5350m),C3(18/10,6000m),xxx(22/10,6400m)","BC at Annapurna Sanctuary site of Bonington camp.

Above C2 tried a route between Bonington 1970 and Japanese 1981 routes and reached 5900m on 7 Oct, but very dangerous from avalanches especially from boulders from rotten rock section. Then bad weather with heavy snow, even at BC. Had to re-establish C1 and C2 and 17 Oct began new route over to Bonington route (made C2 at same site as Bonington C3) and slightly to left of Bonington route, but again avalanche danger great and had to climb at night. Even so one member hit on back protected by rucksack. Decided to do to Bonington route alpine-style as safest way, but seracs came down this route also.

Abandoned expedition Oct 26.


Kunaver - 20 Oct 83

Route: C2 at bottom of face; climb of the face begins above C2, which like C1 is on glacier.",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451258,
CHOY83301,CHOY,1983,3,1,S Ridge,,,,Italy,Tony Klingendrath,Nepal-Italian Cho Oyu Expedition,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,12/09/1983,05/10/1983,,23,38,20/10/1983,4,"Abandoned at 6500m due to bad weather, shortage of time and illness of 2 members",6500,FALSE,FALSE,FALSE,1,800,6,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(12/09,5280m),C1(15/09,5900m),xxx(05,08/10,6500m)","BC at south side of small lake north of Gyazumpa & south of point 5560m on 
   Schnedier map.

Reached plateau of 6500m which think is top of difficulty, then big storm. Again reached by Giberna and Toso between 10 and 15 Oct. Then again more snow and found ropes buried and had to wait for snow conditions to improve and then on 20 Oct LO said time is up. Also 2 Sherpas sick. Yes [summit] if have 15 more days of good weather.

Technical problems were above C1: snow and ice wall of 350m required fixed ropes finishing with rock wall, very long ridge route.

800m fixed rope on rock and ice ridge above C1.

3 members tried to climb to point 6515m but no success (after Cho Oyu attempt).


Klingendrath - 7 Nov 83

SW - too dangerous from hanging seracs.
SE Face - same only worse avalanche and icefall.
S Ridge - very long but safe. Needs big expedition. Most difficult part is 
  1st part (to 6500m) on wall of spur; plateau safe if not a lot of snow.
E Ridge also safer, but from Ngojumba.


Khadga, Tourism - 25 Oct 83

Abandoned 20 Oct due to illness of 2 members, shortage of time and bad weather.
19 Oct reached 6400m but could not establish C2 (where not said)
23 Oct scheduled leave BC
All Ok except 25 Sept 5900m",None except 2 Sherpas became sick,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451241,
CHOY83302,CHOY,1983,3,1,E Ridge via Ngojumba Kang,,,,Japan,Kazumi Shigeto,Fukuoka Tozan Kenkyukai Cho Oyu Expedition 1983,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,18/09/1983,16/10/1983,,28,31,19/10/1983,4,Abandoned at 7730m due to high winds and snowfall,7730,FALSE,FALSE,FALSE,3,0,11,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted Ngojumba Kang (NGOJ-833-01),"BC(18/09,5100m),ABC(21/09,5800m),C1(25/09,6100m),C2(02/10,6800m),C3(10/10,7300m),xxx(16/10,7730m)","BC as planned southeast of large lake.

1) no equipment screws and pitons 
2) strong wind
3) deep snow
4) already 4:30 pm at high point so no time on 17th; they gave up because all climbers in no good condition from climb with deep snow; skis would have been very useful.

Route went east of Lungsampa to point 6515m and up glacier towards point 7806m which is Ngojumba Kang.

Leader left on business and Narisue took over. 


Shrestha, Tourism - 21 Oct 83

C3 to 15 Oct 7300m on Ngojumba Kang. 16 Oct Ang Rinjin Sherpa (member), Tatsuhisa Mitoma and Mamoru Kituchi reached 7730m, but because of high wind and snowfall abandoned whole expedition and returned to BC (date not given).

19 Oct to leave BC.

Nepalese members of this joint expedition were 5 Sherpas.",,,,FALSE,FALSE,FALSE,FALSE,TRUE,NGOJ83301,2451252,
NUMB83301,NUMB,1983,3,1,SW Ridge,,,,Spain,Andres Fernandez,Madrid Expedition to Himalaya 1983 - Numbur,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,05/10/1983,16/10/1983,,11,12,17/10/1983,5,Abandoned at 5900m due to daily snowfall,5900,FALSE,FALSE,FALSE,2,0,7,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(05/10,4600m),C1(07/10,5050m),C2(11/10,5500m),xxx(16/10,5900m)","BC at south shore of Dudh Kung Lake

Daily snowfall. Reached most difficult part beginning with ice wall from 5900m and then above the ridge. Would take too long to make route up ice wall which was now covered with snow and would be corniced on ridge. Also running out of rope for fixing route all necessary sections. Only 6-7 days time left and some members not very well.",,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451297,
CHRW83301,CHRW,1983,3,1,SW Face Spur-S Ridge of W Smt,,,,W Germany,Gustav Harder,DAV (German Alpine Club) Training Exp 1983 to Churen Himal,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,24/09/1983,10/10/1983,,16,0,30/12/1899,6,Abandoned at 6850m due to fatal avalanche,6850,FALSE,FALSE,FALSE,3,0,15,0,2,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(24/09,4200m),C1(27/09,4750m),C2(29/09,5400m),C3(01/10,5800m),xxx(10/10,6850m)","BC in Kaphe Khola little north of point 4100m on Dhaulagiri Himal map.

On 10th Oct weather got bad and next couple of days also those who went to high point retreated to C3 and could not go down further because storm (wind and snow); also in C3 were Elsner, Hoess, Jans and Kruis because it was the day for 2 teams to change over the lead.

S Ridge at beginning not possible - rock too loose. Planned to make C4 at c7000m on S Ridge. Most difficult parts: C1 to C2 (rock ridge + 100m rock section) and above C3 steep mixed rotten rock and ice all way to ridge.

C3 (avalanche started only 15m above C3). Jans was digging snow cave to replace tent and he was carried 200m down and went up and started digging for others. Those who survived were Elsner, Fichter, Hoess, Kruis and Schmidt.

Only 2nd degree frostbite for Elsner, Fichter, Jans, Hoess; no other accidents.


Stelfox, et al, British (Irish) - 19 & 20 May 1984

Germans in autumn 1983 used same route in much of their climb as Irish this spring. Irish found their camps, fixed ropes and two bodies 10m apart, one in a sleeping bag and other sitting up.

Only route difference appears to have been between Irish ABC and C1.

Route was up a spur on SW Face to South Ridge for West Peak.

2 dead in avalanche; 5 came back by helicopter.",Fatal avalanche; 2nd degree frostbite for 4 members (no other incidents),,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451246,
GAUR83301,GAUR,1983,3,1,S Face-SW Ridge-S Smt,,,,Yugoslavia,Slavko Canker,Celje Himalayan Expedition to Gaurishankar,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,02/10/1983,01/11/1983,,30,36,07/11/1983,2,Reached S Summit only,7010,FALSE,FALSE,FALSE,3,0,15,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(02/10,3750m),C1(06/10,4750m),C2(16/10,5420m),C3(27/10,6200m),Biv(31/10,6600m),S-Smt(01,04/11)","BC at Tongmarmarg valley just east of lower ""n"" on Schneider map.

Ascent route S Face to SW Ridge (joined British route on ridge at 6500m); highest point at S Summit; Descent route S Face To SW Ridge.

Between C1 and C2 much snowfall which destroyed C1 and ropes. Between C2 and C3 much rock and icefall so could work only very early in morning when cold. Difficult rock climbing just above C2 at 5500m (100m high rock well) then moved climbing and again 50m rock wall - 60 degree steepness. Both days on S Summit very strong wind and cold. No attempt to go beyond S Summit. 1 more week needed to carry equipment and fix ropes. No time, ropes and strength left after 4 Nov (had received 1 week's extension). 

C1 tent when empty of people struck by big rock. Climbed safest route on face: 100m to right something falling all the time. Most difficult climb ever made by Srot and Canker.

Zupan lightly grazed by falling stone. 4 members bit frozen fingers.


Prachanda Shrestha, Tourism Ministry - 9 Nov 1983

Yugoslav Gaurishankar South face

3 members started from C3 (6300 m) on 31 Oct via South Face and spent night of 31st biv at 6700m in snowhole and 1 Nov started from biv at 8:00 am and on South Summit (7010m).

1) Smiljan Smodis, born 1957, student Celj
2) Bojan Srot, born 1961, student Celj
   reached South Summit 13:50 pm
1 leader Slavko Cankar on S summit at 15:20 hours.
Strong wind and cloud and took photos
All 3 spent 1 Nov night at C3

3 Nov Franc Pepevnik (born 1959, merchant ,Sentjur), Joze Zupan (born 1954, teacher, Rimske Toplice) started from C3 on 3 Nov at 12:00 noon and spent night at 6700m same snowhole. 4 Nov started at 8:15 am and reached South Summit 11:00 am; strong wind but clear photo. Down to C1 4650m that day.

Health: Franc Povesc and Ales Stopar injured their hands by stone at 6200m, so returned to BC but not serious.

Leader's toes little frostbitten.
Planned to leave BC 7 Nov",Zupan lightly grazed by falling stone; 4 members little frozen fingers,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451268,
GAN383301,GAN3,1983,3,1,SW Face,,,,Poland,Janusz Majer,Polish Ganesh III Expedition 1983,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,,,06/10/1983,23/10/1983,,17,22,28/10/1983,6,,6800,FALSE,FALSE,FALSE,0,0,12,0,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"BC(06/10,4300m),Biv1,Biv2,Biv3,Biv4,xxx(23/10,6800m)","This mountain previously known as Ganesh II until re-surveyed in early 1990's. 

BC south of face.

Some on 19th went to 6100m to prepare descent route to col between C2 and C3 and then Americans told them to go away.

8-17 Oct very bad weather, so did acclimatization climbs of unmarred peaks below 6000m. 18 Oct 3 others started up on ascent route: 18-23 Oct in 5 bivs in powder snow and reached 6800m 23 Oct and then not possible to go more in alpine-style on such toothed rock. Same day descended to 6500m when Hartman, the man in middle in rappelling down, piton came out and or rock with piton came away. Wielicki went down to find/rescue him while Pawlowski did not want to go down but had sleeping bag - would not go without rope. Wielicki left BC 24th morning while on 23rd others started including Majer.


Majer & Wielicki - 5 Nov 83

23rd started up route not knowing accident had happened, but after 1st biv Sherpas reported accident so returned to BC. Rescue party then up and on 27th reached Pawlowski and brought him to BC. He had come down 100m.

Left BC 28 Oct. Had seen body which had fallen more than 2000m and did not try again for top since

  (1) no time left, and 
  (2) made mistake in route above 4th biv: should have gone from there more
      directly to top.

Face very dangerous: seracs and stones constantly falling.


Shrestha, Tourism

23 Oct: 

  Krzysztof Wielicki
  Andrzej Hartman
  Ryszard Pawlowski

reached 6800m on South Ridge from S Face of Ganesh III. Same afternoon decided to give up due to difficult upper of S Face. 

During rappelling down face had accident. At 1:00 pm Hartman fell down with rock piton and ropes to base of face from 6500m height. After this accident Wielicki came down without ropes to BC next day. During this time Pawlowski staying on S Face waiting for help. After 2-1/2 days 6 members rescued him on 27 Oct. Rescue team saw body of Hartman in a crevasse below S Face of Ganesh III and left it there because impossible to take it out. Left BC 28 Oct for KTM.


Shrestha, Tourism - 30 Oct 83

Andrzej Hartman fell from 300m below top on 23 Oct during descent South Face of Ganesh. Could not find body yet on 25 Oct says Sirdar Sonam Sherpa.

Scheduled to leave BC 28 Oct.
Summit success not known. No camp news.",Fatal fall by Hartman,,,FALSE,FALSE,FALSE,FALSE,FALSE,,2451259,
